,Manufacturer,Model Name,Category,Screen Size,GPU,Operating System,Operating System Version,Weight,Price (Euros),Resolution,Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE
643,Asus,ROG GL553VE-FY022,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,No OS,,2.5kg,"1169,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
644,Acer,Extensa EX2540,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.4kg,"450,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
645,Lenovo,IdeaPad 100S-14IBR,Notebook,"14.0""",Intel HD Graphics,Windows,10,1.43kg,"274,00",1366x768,No Touchscreen,4,True,False,False,32,0,0,32
646,Acer,Swift 3,Ultrabook,"14.0""",Intel Graphics 620,Windows,10,1.8kg,"919,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
647,Razer,Blade Pro,Gaming,"14.0""",Nvidia GeForce GTX 1060,Windows,10,1.95kg,"2599,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
648,Toshiba,Portege Z30-C-16J,Notebook,"13.3""",Intel HD Graphics 520,Windows,10,1.2kg,"1213,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
649,Lenovo,Thinkpad X270,Ultrabook,"12.5""",Intel HD Graphics 620,Windows,10,1.36kg,"1584,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
650,Asus,ROG G701VI,Gaming,"17.3""",Nvidia GeForce GTX 1080,Windows,10,3.8kg,"2799,00",1920x1080,No Touchscreen,32,True,False,False,512,0,0,512
651,Acer,A715-71G-59DH (i5-7300HQ/8GB/1TB/GeForce,Gaming,"15.6""",Nvidia GeForce GTX 1050,Linux,,2.4kg,"709,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
652,Dell,XPS 13,Ultrabook,"13.3""",Intel UHD Graphics 620,Windows,10,1.2kg,"1449,90",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
653,MSI,GL62M 7REX,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.2kg,"1191,80",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
654,HP,250 G6,Notebook,"15.6""",Intel HD Graphics 520,No OS,,1.86kg,"364,90",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
655,Toshiba,Tecra A50-D-11M,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.0kg,"1064,00",1920x1080,No Touchscreen,8,False,True,False,0,500,0,500
656,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"919,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
657,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"1135,00",1920x1080,No Touchscreen,16,True,True,False,256,2000,0,2256
658,Lenovo,IdeaPad Y700-15ISK,Gaming,"15.6""",Nvidia GeForce GTX 960,Windows,10,3.31kg,"1196,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
659,Dell,Alienware 17,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,4.42kg,"3147,37",3840x2160,No Touchscreen,32,True,True,False,512,1000,0,1512
660,Dell,Latitude E7470,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.56kg,"1229,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
661,Lenovo,Ideapad 320-15IAP,Notebook,"15.6""",Intel HD Graphics 500,Windows,10,2.2kg,"419,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
662,Lenovo,IdeaPad 320-15ISK,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.2kg,"535,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
663,HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,"15.6""",AMD Radeon R5 M430,Windows,10,2.04kg,"539,00",1920x1080,No Touchscreen,6,False,True,False,0,1000,0,1000
664,MSI,GP72VR Leopard,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,2.7kg,"1486,77",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
665,Toshiba,Satellite Pro,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.1kg,"498,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
666,Dell,Latitude 3580,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.06kg,"955,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
667,HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.1kg,"745,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
668,Toshiba,Tecra Z50-D-10E,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.0kg,"1258,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
669,Acer,Aspire 3,Notebook,"15.6""",Intel HD Graphics 520,Linux,,2.1kg,"412,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
670,Microsoft,Surface Laptop,Ultrabook,"13.5""",Intel Iris Plus Graphics 640,Windows,10 S,1.252kg,"1867,85",2256x1504,Touchscreen,8,True,False,False,256,0,0,256
671,Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,"15.6""",AMD Radeon R5 M430,Windows,10,1.90kg,"817,95",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
672,Lenovo,Yoga 720-13IKB,2 in 1 Convertible,"13.3""",Intel HD Graphics 620,Windows,10,1.3kg,"1034,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
673,Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",AMD Radeon R2 Graphics,Windows,10,2.2kg,"349,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
674,HP,Pavilion X360,2 in 1 Convertible,"14.0""",Nvidia GeForce 940MX,Windows,10,1.63kg,"699,00",1920x1080,Touchscreen,4,True,False,False,128,0,0,128
675,MSI,GP62 7RDX,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.4kg,"1294,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
676,Asus,Zenbook 3,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.1kg,"1135,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
677,HP,Chromebook X360,2 in 1 Convertible,"11.6""",Intel HD Graphics 500,Chrome OS,,1.4kg,"495,00",1366x768,Touchscreen,8,True,False,False,64,0,0,64
678,LG,Gram 15Z975,Ultrabook,"15.6""",Intel HD Graphics 620,Windows,10,1.09kg,"2299,00",1920x1080,No Touchscreen,8,True,False,False,512,0,0,512
679,Acer,Aspire VX5-591G,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,"1299,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
680,MSI,GV62M 7RD,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.2kg,"997,90",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
681,Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,"15.6""",Intel HD Graphics 500,Windows,10,1.86kg,"419,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
682,Dell,Alienware 15,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,3.21kg,"2051,00",1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128
683,HP,17-bs000nv I3,Notebook,"17.3""",AMD Radeon R5 520,Windows,10,2.5kg,"699,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
684,Lenovo,Yoga 730,2 in 1 Convertible,"13.3""",Intel UHD Graphics 620,Windows,10,1.19kg,"1499,00",1920x1080,Touchscreen,8,True,False,False,512,0,0,512
685,Dell,Alienware 15,Gaming,"15.6""",Nvidia GeForce GTX 1070,Windows,10,3.49kg,"2813,75",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
686,HP,250 G6,Notebook,"15.6""",AMD Radeon 520,Windows,10,1.86kg,"612,61",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
687,Dell,Inspiron 3567,Notebook,"15.6""",AMD Radeon R5 M430,Windows,10,2.2kg,"545,67",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
688,HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,"17.3""",AMD Radeon R7 M440,Windows,10,2.65kg,"569,00",1920x1080,No Touchscreen,6,False,True,False,0,2000,0,2000
689,Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,"15.6""",Intel HD Graphics 510,Windows,10,2.1kg,"318,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
690,Acer,Chromebook 14,Notebook,"14.0""",Intel HD Graphics 510,Chrome OS,,1.45kg,"375,00",1366x768,No Touchscreen,4,True,False,False,32,0,0,32
691,Lenovo,IdeaPad 520s-14IKB,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.7kg,"699,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
692,HP,ZBook 17,Workstation,"17.3""",Nvidia Quadro M1200,Windows,10,3.14kg,"1907,99",1920x1080,No Touchscreen,8,False,True,False,0,500,0,500
693,Lenovo,ThinkPad X1,2 in 1 Convertible,"14.0""",Intel HD Graphics 620,Windows,10,1.42kg,"2590,00",2560x1440,Touchscreen,8,True,False,False,256,0,0,256
694,Toshiba,Satellite Pro,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.5kg,"973,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
695,Acer,TravelMate B117-M,Netbook,"11.6""",Intel HD Graphics,Windows,10,1.4kg,"269,00",1366x768,No Touchscreen,4,True,False,False,32,0,0,32
696,Lenovo,Yoga 910-13IKB,2 in 1 Convertible,"14.0""",Intel HD Graphics 620,Windows,10,1.38kg,"1749,00",1920x1080,Touchscreen,16,True,False,False,512,0,0,512
697,Asus,Chromebook Flip,2 in 1 Convertible,"12.5""",Intel HD Graphics 515,Chrome OS,,1.2kg,"669,00",1920x1080,Touchscreen,4,True,False,False,64,0,0,64
698,Toshiba,Portege Z30T-C-133,Ultrabook,"13.3""",Intel HD Graphics 520,Windows,10,1.36kg,"1877,00",1920x1080,Touchscreen,16,True,False,False,512,0,0,512
699,HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.1kg,"689,00",1920x1080,No Touchscreen,4,False,True,False,0,500,0,500
700,Dell,Inspiron 5577,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.56kg,"819,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
701,Lenovo,IdeaPad 320-15AST,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"399,00",1920x1080,No Touchscreen,4,True,False,False,256,0,0,256
702,Lenovo,IdeaPad 320-15ABR,Notebook,"15.6""",AMD Radeon R7,Windows,10,2.2kg,"429,00",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
703,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.1kg,"621,45",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
704,Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,"15.6""",Intel HD Graphics 520,No OS,,1.90kg,"450,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
705,Dell,Vostro 5568,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.18kg,"795,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
706,Acer,Spin 5,2 in 1 Convertible,"13.3""",Intel UHD Graphics 620,Windows,10,1.6kg,"999,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
707,Lenovo,ThinkPad P51s,Workstation,"15.6""",Nvidia Quadro M520M,Windows,7,2.18kg,"1855,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
708,Lenovo,Thinkpad T460p,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.8kg,"1191,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
709,HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,"17.3""",AMD Radeon 530,Windows,10,2.71kg,"655,01",1920x1080,No Touchscreen,6,False,True,False,0,2000,0,2000
710,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.5kg,"1249,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
711,Dell,Latitude 5480,Notebook,"14.0""",Nvidia GeForce 930MX,Linux,,1.64kg,"1089,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
712,Dell,Vostro 5568,Notebook,"15.6""",Intel HD Graphics 620,Linux,,1.98kg,"726,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
713,Asus,VivoBook E403NA,Notebook,"14.0""",Intel HD Graphics 500,Windows,10,1.5kg,"298,00",1920x1080,No Touchscreen,4,True,False,False,32,0,0,32
714,Dell,Latitude 5580,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.93kg,"1426,66",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
715,Lenovo,Thinkpad E470,Notebook,"14.0""",Nvidia GeForce 920MX,Windows,10,1.87kg,"857,07",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
716,Dell,Latitude 5580,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.9kg,"1179,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
717,Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,"15.6""",AMD Radeon R4,Windows,10,2.19kg,"298,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
718,Mediacom,Smartbook 142,Notebook,"14.0""",Intel HD Graphics 400,Windows,10,1.4kg,"265,00",1920x1200,No Touchscreen,4,False,True,False,0,32,0,32
719,HP,ProBook 470,Notebook,"17.3""",Nvidia GeForce 930MX,Windows,10,2.63kg,"1200,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
720,Lenovo,ThinkPad X1,Ultrabook,"14.0""",Intel HD Graphics 520,Windows,10,1.17kg,"1686,64",2560x1440,No Touchscreen,8,True,False,False,512,0,0,512
721,HP,Pavilion X360,2 in 1 Convertible,"13.3""",Intel HD Graphics 620,Windows,10,1.58kg,"836,60",1366x768,Touchscreen,8,True,False,False,256,0,0,256
722,Lenovo,ThinkPad T470s,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.32kg,"1499,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
723,Dell,Alienware 17,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,4.36kg,"3659,40",3840x2160,No Touchscreen,32,True,True,False,1000,1000,0,2000
724,MSI,GL72M 7REX,Gaming,"17.3""",Nvidia GeForce GTX 1050 Ti,Windows,10,2.7kg,"1348,48",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
725,Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,"15.6""",Intel HD Graphics 620,No OS,,1.9kg,"489,90",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
726,Dell,Inspiron 5570,Notebook,"15.6""",AMD Radeon 530,Windows,10,2.2kg,"719,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
727,Dell,Inspiron 5378,2 in 1 Convertible,"13.3""",Intel HD Graphics 620,Windows,10,1.71kg,"649,00",1920x1080,Touchscreen,4,False,True,False,0,1000,0,1000
728,Dell,Inspiron 5567,Notebook,"15.6""",AMD Radeon R7 M445,Linux,,2.32kg,"589,52",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
729,HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,"15.6""",AMD Radeon 520,Windows,10,2.1kg,"489,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
730,Acer,Predator 17,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,4.2kg,"1935,00",1920x1080,No Touchscreen,16,True,True,False,128,1000,0,1128
731,Dell,Inspiron 3567,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.25kg,"649,00",1366x768,No Touchscreen,12,False,True,False,0,1000,0,1000
732,HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,"15.6""",AMD Radeon 520,Windows,10,2.1kg,"650,00",1920x1080,No Touchscreen,6,True,True,False,128,1000,0,1128
733,Acer,Extensa EX2540-58KR,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.4kg,"559,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
734,Lenovo,ThinkPad 13,Notebook,"13.3""",Intel HD Graphics 620,Windows,10,1.44kg,"960,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
735,Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,"15.6""",Intel HD Graphics 620,Windows,10,1.85kg,"779,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
736,HP,ZBook 15,Workstation,"15.6""",Nvidia Quadro M2200,Windows,10,2.6kg,"2419,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
737,Dell,Inspiron 5379,2 in 1 Convertible,"13.3""",Intel UHD Graphics 620,Windows,10,1.55kg,"659,00",1920x1080,Touchscreen,8,False,True,False,0,1000,0,1000
738,MSI,GS63VR 7RF,Gaming,"15.6""",Nvidia GeForce GTX 1060,Windows,10,1.8kg,"2094,48",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
739,Acer,Aspire ES1-572,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2.4kg,"410,80",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
740,Dell,Inspiron 7560,Notebook,"15.6""",Nvidia GeForce 940MX,Windows,10,2.0kg,"1207,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
741,Dell,Vostro 3568,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,2kg,"665,00",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
742,Toshiba,Tecra X40-D-10G,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.25kg,"1535,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
743,Lenovo,Flex 5,2 in 1 Convertible,"14.0""",Intel HD Graphics 620,Windows,10,1.7kg,"999,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
744,Lenovo,Thinkpad P51s,Workstation,"15.6""",Nvidia Quadro M520M,Windows,10,2.5kg,"3299,00",3840x2160,No Touchscreen,16,True,False,False,1000,0,0,1000
745,Acer,Chromebook 14,Notebook,"14.0""",Intel HD Graphics 400,Chrome OS,,1.68kg,"330,00",1366x768,No Touchscreen,2,True,False,False,32,0,0,32
746,Samsung,Notebook 9,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,0.81kg,"1649,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
747,HP,250 G6,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,1.86kg,"539,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
748,Dell,Latitude 5480,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.6kg,"1126,71",1366x768,No Touchscreen,8,True,False,False,256,0,0,256
749,HP,Zbook 17,Workstation,"17.3""",Nvidia Quadro M2000M,Windows,7,3kg,"4389,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
750,Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,"11.6""",Intel HD Graphics 400,Windows,10,1.4kg,"475,00",1366x768,Touchscreen,4,True,False,False,128,0,0,128
751,HP,EliteBook 850,Notebook,"15.6""",Intel HD Graphics 520,Windows,10,1.84kg,"1900,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
752,Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,"15.6""",Nvidia GeForce GTX 950M,No OS,,2.45kg,"579,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
753,Lenovo,Thinkpad T460,Ultrabook,"14.0""",Intel HD Graphics 520,Windows,10,1.7kg,"1096,00",1920x1080,No Touchscreen,4,True,False,False,1,0,0,1
754,Asus,Pro P2540UA-XO0192R,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.37kg,"849,90",1366x768,No Touchscreen,4,True,False,False,256,0,0,256
755,Lenovo,Yoga 900-13ISK,2 in 1 Convertible,"13.3""",Intel HD Graphics 540,Windows,10,1.3kg,"1199,00",3200x1800,Touchscreen,8,True,False,False,256,0,0,256
756,HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.2kg,"1099,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
757,HP,ZBook 15,Workstation,"15.6""",Nvidia Quadro M1000M,Windows,7,2.59kg,"1561,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
758,Dell,Alienware 17,Gaming,"15.6""",Nvidia GeForce GTX 1070,Windows,10,4.42kg,"2868,99",3840x2160,No Touchscreen,16,True,True,False,256,1000,0,1256
759,Acer,Aspire 3,Notebook,"15.6""",Intel HD Graphics 620,Windows,10,2.1kg,"599,00",1366x768,No Touchscreen,4,True,False,False,256,0,0,256
760,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.5kg,"1048,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
761,Dell,Latitude 7280,Ultrabook,"12.5""",Intel HD Graphics 620,Windows,10,1.18kg,"1859,00",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
762,Google,Pixelbook (Core,Ultrabook,"12.3""",Intel HD Graphics 615,Chrome OS,,1.1kg,"1559,00",2400x1600,Touchscreen,8,True,False,False,256,0,0,256
763,Asus,Zenbook UX330UA-AH5Q,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.2kg,"1129,00",3200x1800,No Touchscreen,8,True,False,False,256,0,0,256
764,Dell,Latitude 3380,Notebook,"13.3""",Intel HD Graphics 520,Windows,10,1.65kg,"849,00",1366x768,No Touchscreen,4,False,True,False,0,500,0,500
765,Acer,TravelMate P238-M,Notebook,"13.3""",Intel HD Graphics 520,Windows,10,1.6kg,"655,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
766,Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,"17.3""",Nvidia GeForce 920MX,Windows,10,2.8kg,"470,34",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
767,Dell,Inspiron 7559,Gaming,"15.6""",Nvidia GeForce GTX 960M,Windows,10,2.72kg,"1099,00",3840x2160,Touchscreen,16,True,True,False,128,1000,0,1128
768,Samsung,Notebook 9,Ultrabook,"13.3""",Intel HD Graphics 620,Windows,10,1.31kg,"1599,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
769,Acer,Aspire A315-31,Notebook,"15.6""",Intel HD Graphics 505,Linux,,2.1kg,"298,00",1366x768,No Touchscreen,4,False,True,False,0,1000,0,1000
770,Dell,Inspiron 5567,Notebook,"15.6""",AMD Radeon R7 M445,Windows,10,2.3kg,"1181,27",1920x1080,No Touchscreen,16,True,False,False,256,0,0,256
771,Samsung,Notebook 9,2 in 1 Convertible,"15.0""",AMD Radeon 540,Windows,10,1.71kg,"1799,00",1920x1080,Touchscreen,16,True,False,False,256,0,0,256
772,Toshiba,Tecra A40-C-1E5,Notebook,"14.0""",Intel HD Graphics 520,Windows,10,1.75kg,"1020,00",1366x768,No Touchscreen,4,True,False,False,128,0,0,128
773,Dell,Inspiron 7567,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.62kg,"1099,00",1920x1080,No Touchscreen,8,False,True,False,0,1000,0,1000
774,HP,EliteBook 820,Ultrabook,"12.5""",Intel HD Graphics 520,Windows,10,1.26kg,"1244,00",1366x768,No Touchscreen,4,True,False,False,256,0,0,256
775,Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,"15.6""",Nvidia GeForce 940MX,Windows,10,2.3kg,"839,00",1920x1080,Touchscreen,12,False,True,False,0,2000,0,2000
776,Lenovo,Thinkpad P50,Notebook,"15.6""",Nvidia Quadro M2000M,Windows,7,2.5kg,"2370,00",3840x2160,No Touchscreen,16,True,False,False,512,0,0,512
777,Acer,Swift 3,Notebook,"14.0""",Intel HD Graphics 620,Windows,10,1.8kg,"636,00",1920x1080,No Touchscreen,4,True,False,False,128,0,0,128
778,Razer,Blade Pro,Gaming,"14.0""",Nvidia GeForce GTX 1060,Windows,10,1.95kg,"2899,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
779,Asus,Vivobook Max,Notebook,"15.6""",Intel HD Graphics 505,Windows,10,2kg,"581,90",1920x1080,No Touchscreen,8,True,False,False,128,0,0,128
780,Dell,Alienware 17,Gaming,"17.3""",Nvidia GeForce GTX 1070M,Windows,10,4.42kg,"3588,80",1920x1080,No Touchscreen,32,True,True,False,1000,1000,0,2000
781,Asus,Rog G752VS-BA171T,Gaming,"17.3""",Nvidia GeForce GTX 1070,Windows,10,4.3kg,"2350,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
782,Toshiba,Tecra Z40-C-161,Ultrabook,"14.0""",Nvidia GeForce 930M,Windows,10,1.47kg,"1764,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
783,Lenovo,IdeaPad 110-15IBR,Notebook,"15.6""",Intel HD Graphics 405,No OS,,2.2kg,"329,00",1366x768,No Touchscreen,8,False,True,False,0,1000,0,1000
784,Lenovo,ThinkPad T470s,Ultrabook,"14.0""",Intel HD Graphics 620,Windows,10,1.7kg,"2299,00",1920x1080,No Touchscreen,16,True,False,False,512,0,0,512
785,MSI,GS43VR 7RE,Gaming,"14.0""",Nvidia GeForce GTX 1060,Windows,10,1.6kg,"1891,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
786,MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.2kg,"1089,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
787,Lenovo,Legion Y520-15IKBN,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.4kg,"999,00",1920x1080,No Touchscreen,4,False,True,False,0,1000,0,1000
788,Acer,Predator G9-793,Gaming,"17.3""",Nvidia GeForce GTX 1060,Windows,10,4.2kg,"2299,00",1920x1080,No Touchscreen,16,True,True,False,256,1000,0,1256
789,Dell,Inspiron 7567,Gaming,"15.6""",Nvidia GeForce GTX 1050,Windows,10,2.62kg,"985,00",1920x1080,No Touchscreen,8,True,False,False,256,0,0,256
790,Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,"15.6""",Nvidia GeForce GTX1060,Windows,10,2.24kg,"1339,00",1920x1080,No Touchscreen,8,True,True,False,128,1000,0,1128
791,Vero,K146 (N3350/4GB/32GB/W10),Notebook,"14.0""",Intel HD Graphics 500,Windows,10,1.22kg,"202,90",1920x1080,No Touchscreen,4,True,False,False,32,0,0,32
792,Lenovo,ThinkPad Yoga,2 in 1 Convertible,"13.3""",Intel HD Graphics 620,Windows,10,1.37kg,"1970,00",1920x1080,Touchscreen,8,True,False,False,512,0,0,512
793,Lenovo,Yoga 510-15IKB,2 in 1 Convertible,"15.6""",AMD Radeon R7 M460,Windows,10,2.08kg,"959,00",1920x1080,Touchscreen,8,True,False,False,256,0,0,256
