Manufacturer,Model Name,Category,Screen Size,GPU,Price (Euros),Screen_Type,RAM,SSD,HDD,HYBRID,SSD_CAPACITY,HDD_CAPACITY,HYBRID_CAPACITY,TOTAL_STORAGE,Brand,Clockspeed,Model,Series,Width,Height,fullRes
Lenovo,IdeaPad Y700-15ISK,Gaming,15.6,Nvidia GeForce GTX 960,1196,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,3147,No Touchscreen,32,True,True,False,512,1000,0,1512,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
Dell,Latitude E7470,Notebook,14.0,Intel HD Graphics 520,1229,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.4,,Core i5 6300U,1920,1080,2073600
Lenovo,Ideapad 320-15IAP,Notebook,15.6,Intel HD Graphics 500,419,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
Lenovo,IdeaPad 320-15ISK,Notebook,15.6,Intel HD Graphics 520,535,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.3,,Core i5 6200U,1920,1080,2073600
HP,15-ay047nv (i3-6006U/6GB/1TB/Radeon,Notebook,15.6,AMD Radeon R5 M430,539,No Touchscreen,6,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1920,1080,2073600
MSI,GP72VR Leopard,Gaming,17.3,Nvidia GeForce GTX 1060,1486,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Toshiba,Satellite Pro,Notebook,15.6,Intel HD Graphics 520,498,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.1,,Core i3 6100U,1366,768,1049088
Dell,Latitude 3580,Notebook,15.6,Intel HD Graphics 620,955,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,15-bs012nv (i7-7500U/8GB/1TB/Radeon,Notebook,15.6,AMD Radeon 530,745,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Toshiba,Tecra Z50-D-10E,Notebook,15.6,Intel HD Graphics 620,1258,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 520,412,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.0,,Core i3 6006U,1366,768,1049088
Microsoft,Surface Laptop,Ultrabook,13.5,Intel Iris Plus Graphics 640,1867,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7600U,2256,1504,3393024
Lenovo,V310-15ISK (i5-7200U/8GB/1TB,Notebook,15.6,AMD Radeon R5 M430,817,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,Yoga 720-13IKB,2 in 1 Convertible,13.3,Intel HD Graphics 620,1034,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD Radeon R2 Graphics,349,No Touchscreen,4,True,False,False,128,0,0,128,AMD,2.2,E2-9000,E-Series,1366,768,1049088
HP,Pavilion X360,2 in 1 Convertible,14.0,Nvidia GeForce 940MX,699,Touchscreen,4,True,False,False,128,0,0,128,Intel,2.4,,Core i3 7100U,1920,1080,2073600
MSI,GP62 7RDX,Gaming,15.6,Nvidia GeForce GTX 1050,1294,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Asus,Zenbook 3,Ultrabook,14.0,Intel HD Graphics 620,1135,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,Chromebook X360,2 in 1 Convertible,11.6,Intel HD Graphics 500,495,Touchscreen,8,True,False,False,64,0,0,64,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
LG,Gram 15Z975,Ultrabook,15.6,Intel HD Graphics 620,2299,No Touchscreen,8,True,False,False,512,0,0,512,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Acer,Aspire VX5-591G,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1299,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
MSI,GV62M 7RD,Gaming,15.6,Nvidia GeForce GTX 1050,997,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Asus,L502NA-GO052T (N3350/4GB/128GB/W10),Notebook,15.6,Intel HD Graphics 500,419,No Touchscreen,4,True,False,False,128,0,0,128,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
Dell,Alienware 15,Gaming,15.6,Nvidia GeForce GTX 1060,2051,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
HP,17-bs000nv I3,Notebook,17.3,AMD Radeon R5 520,699,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Lenovo,Yoga 730,2 in 1 Convertible,13.3,Intel UHD Graphics 620,1499,Touchscreen,8,True,False,False,512,0,0,512,Intel,1.8,,Core i7 8550U,1920,1080,2073600
Dell,Alienware 15,Gaming,15.6,Nvidia GeForce GTX 1070,2813,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.9,,Core i7 7820HK,1920,1080,2073600
HP,250 G6,Notebook,15.6,AMD Radeon 520,612,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
Dell,Inspiron 3567,Notebook,15.6,AMD Radeon R5 M430,545,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.0,,Core i3 6006U,1366,768,1049088
HP,17-Y002nv (A10-9600P/6GB/2TB/Radeon,Notebook,17.3,AMD Radeon R7 M440,569,No Touchscreen,6,False,True,False,0,2000,0,2000,AMD,2.4,9600P,A10-Series,1920,1080,2073600
Lenovo,V110-15ISK (3855U/4GB/500GB/W10),Notebook,15.6,Intel HD Graphics 510,318,No Touchscreen,4,False,True,False,0,500,0,500,Intel,1.6,,Celeron Dual Core 3855U,1366,768,1049088
Acer,Chromebook 14,Notebook,14.0,Intel HD Graphics 510,375,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.6,,Celeron Dual Core 3855U,1366,768,1049088
Lenovo,IdeaPad 520s-14IKB,Notebook,14.0,Intel HD Graphics 620,699,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
HP,ZBook 17,Workstation,17.3,Nvidia Quadro M1200,1907,No Touchscreen,8,False,True,False,0,500,0,500,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 620,2590,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,2560,1440,3686400
Toshiba,Satellite Pro,Notebook,13.3,Intel HD Graphics 620,973,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Acer,TravelMate B117-M,Netbook,11.6,Intel HD Graphics,269,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.6,,Celeron Dual Core N3050,1366,768,1049088
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,14.0,Intel HD Graphics 620,1749,Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Asus,Chromebook Flip,2 in 1 Convertible,12.5,Intel HD Graphics 515,669,Touchscreen,4,True,False,False,64,0,0,64,Intel,0.9,,Core M M3-6Y30,1920,1080,2073600
Toshiba,Portege Z30T-C-133,Ultrabook,13.3,Intel HD Graphics 520,1877,Touchscreen,16,True,False,False,512,0,0,512,Intel,2.5,,Core i7 6500U,1920,1080,2073600
HP,15-bs011nv (i7-7500U/4GB/500GB/Radeon,Notebook,15.6,AMD Radeon 530,689,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Inspiron 5577,Gaming,15.6,Nvidia GeForce GTX 1050,819,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Lenovo,IdeaPad 320-15AST,Notebook,15.6,AMD Radeon 530,399,No Touchscreen,4,True,False,False,256,0,0,256,AMD,2.9,9420,A9-Series,1920,1080,2073600
Lenovo,IdeaPad 320-15ABR,Notebook,15.6,AMD Radeon R7,429,No Touchscreen,8,False,True,False,0,1000,0,1000,AMD,3.6,9720P,A12-Series,1366,768,1049088
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/FHD/W10),Notebook,15.6,Intel HD Graphics 620,621,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,V310-15ISK (i3-6006U/4GB/500GB/No,Notebook,15.6,Intel HD Graphics 520,450,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.0,,Core i3 6006U,1366,768,1049088
Dell,Vostro 5568,Notebook,15.6,Intel HD Graphics 620,795,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Acer,Spin 5,2 in 1 Convertible,13.3,Intel UHD Graphics 620,999,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Lenovo,ThinkPad P51s,Workstation,15.6,Nvidia Quadro M520M,1855,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.5,,Core i7 6500U,1920,1080,2073600
Lenovo,Thinkpad T460p,Notebook,14.0,Intel HD Graphics 520,1191,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6300HQ,1920,1080,2073600
HP,17-ak002nv (A10-9620P/6GB/2TB/Radeon,Notebook,17.3,AMD Radeon 530,655,No Touchscreen,6,False,True,False,0,2000,0,2000,AMD,2.5,9620P,A10-Series,1920,1080,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050 Ti,1249,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Latitude 5480,Notebook,14.0,Nvidia GeForce 930MX,1089,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i5 7440HQ,1920,1080,2073600
Dell,Vostro 5568,Notebook,15.6,Intel HD Graphics 620,726,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Asus,VivoBook E403NA,Notebook,14.0,Intel HD Graphics 500,298,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Dual Core N3350,1920,1080,2073600
Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,1426,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.6,,Core i5 7300U,1920,1080,2073600
Lenovo,Thinkpad E470,Notebook,14.0,Nvidia GeForce 920MX,857,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Latitude 5580,Notebook,15.6,Intel HD Graphics 620,1179,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i5 7300U,1920,1080,2073600
Lenovo,110-15ACL (A6-7310/4GB/500GB/W10),Notebook,15.6,AMD Radeon R4,298,No Touchscreen,4,False,True,False,0,500,0,500,AMD,2.0,7310,A6-Series,1366,768,1049088
Mediacom,Smartbook 142,Notebook,14.0,Intel HD Graphics 400,265,No Touchscreen,4,False,True,False,0,32,0,32,Intel,1.92,,Atom Z8350,1920,1200,2304000
HP,ProBook 470,Notebook,17.3,Nvidia GeForce 930MX,1200,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,ThinkPad X1,Ultrabook,14.0,Intel HD Graphics 520,1686,No Touchscreen,8,True,False,False,512,0,0,512,Intel,2.5,,Core i7 6500U,2560,1440,3686400
HP,Pavilion X360,2 in 1 Convertible,13.3,Intel HD Graphics 620,836,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1366,768,1049088
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel HD Graphics 620,1499,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070,3659,No Touchscreen,32,True,True,False,1000,1000,0,2000,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
MSI,GL72M 7REX,Gaming,17.3,Nvidia GeForce GTX 1050 Ti,1348,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Lenovo,V310-15IKB (i5-7200U/4GB/1TB/No,Notebook,15.6,Intel HD Graphics 620,489,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1366,768,1049088
Dell,Inspiron 5570,Notebook,15.6,AMD Radeon 530,719,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,1.6,,Core i5 8250U,1920,1080,2073600
Dell,Inspiron 5378,2 in 1 Convertible,13.3,Intel HD Graphics 620,649,Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.4,,Core i3 7100U,1920,1080,2073600
Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,589,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,15-BW037na (A9-9420/4GB/1TB/Radeon,Notebook,15.6,AMD Radeon 520,489,No Touchscreen,4,False,True,False,0,1000,0,1000,AMD,3.0,9420,A9-Series,1920,1080,2073600
Acer,Predator 17,Gaming,17.3,Nvidia GeForce GTX 1060,1935,No Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Dell,Inspiron 3567,Notebook,15.6,Intel HD Graphics 620,649,No Touchscreen,12,False,True,False,0,1000,0,1000,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,15-BW091ND (A9-9420/6GB/1TB,Notebook,15.6,AMD Radeon 520,650,No Touchscreen,6,True,True,False,128,1000,0,1128,AMD,3.0,A9-9420,A9-Series,1920,1080,2073600
Acer,Extensa EX2540-58KR,Notebook,15.6,Intel HD Graphics 620,559,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.5,,Core i5 7200U,1366,768,1049088
Lenovo,ThinkPad 13,Notebook,13.3,Intel HD Graphics 620,960,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,V310-15IKB (i7-7500U/4GB/1TB/FHD/W10),Notebook,15.6,Intel HD Graphics 620,779,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
HP,ZBook 15,Workstation,15.6,Nvidia Quadro M2200,2419,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Inspiron 5379,2 in 1 Convertible,13.3,Intel UHD Graphics 620,659,Touchscreen,8,False,True,False,0,1000,0,1000,Intel,1.6,,Core i5 8250U,1920,1080,2073600
MSI,GS63VR 7RF,Gaming,15.6,Nvidia GeForce GTX 1060,2094,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,Aspire ES1-572,Notebook,15.6,Intel HD Graphics 520,410,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.0,,Core i3 6006U,1366,768,1049088
Dell,Inspiron 7560,Notebook,15.6,Nvidia GeForce 940MX,1207,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Vostro 3568,Notebook,15.6,Intel HD Graphics 520,665,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.0,,Core i3 6006U,1366,768,1049088
Toshiba,Tecra X40-D-10G,Notebook,14.0,Intel HD Graphics 620,1535,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,Flex 5,2 in 1 Convertible,14.0,Intel HD Graphics 620,999,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Lenovo,Thinkpad P51s,Workstation,15.6,Nvidia Quadro M520M,3299,No Touchscreen,16,True,False,False,1000,0,0,1000,Intel,2.8,,Core i7 7600U,3840,2160,8294400
Acer,Chromebook 14,Notebook,14.0,Intel HD Graphics 400,330,No Touchscreen,2,True,False,False,32,0,0,32,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
Samsung,Notebook 9,Ultrabook,13.3,Intel HD Graphics 620,1649,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
HP,250 G6,Notebook,15.6,Intel HD Graphics 520,539,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.0,,Core i3 6006U,1920,1080,2073600
Dell,Latitude 5480,Notebook,14.0,Intel HD Graphics 620,1126,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1366,768,1049088
HP,Zbook 17,Workstation,17.3,Nvidia Quadro M2000M,4389,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.9,,Xeon E3-1535M v5,1920,1080,2073600
Lenovo,N23 (N3060/4GB/128GB/W10),Netbook,11.6,Intel HD Graphics 400,475,Touchscreen,4,True,False,False,128,0,0,128,Intel,1.6,,Celeron Dual Core N3060,1366,768,1049088
HP,EliteBook 850,Notebook,15.6,Intel HD Graphics 520,1900,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.4,,Core i5 6300U,1920,1080,2073600
Asus,X550VX-XX015D (i5-6300HQ/4GB/1TB/GeForce,Notebook,15.6,Nvidia GeForce GTX 950M,579,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.3,,Core i5 6300HQ,1366,768,1049088
Lenovo,Thinkpad T460,Ultrabook,14.0,Intel HD Graphics 520,1096,No Touchscreen,4,True,False,False,1,0,0,1,Intel,2.3,,Core i5 6200U,1920,1080,2073600
Asus,Pro P2540UA-XO0192R,Notebook,15.6,Intel HD Graphics 620,849,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1366,768,1049088
Lenovo,Yoga 900-13ISK,2 in 1 Convertible,13.3,Intel HD Graphics 540,1199,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.8,,Core i5 6260U,3200,1800,5760000
HP,15-cb003na (i5-7300HQ/8GB/1TB,Notebook,15.6,Nvidia GeForce GTX 1050,1099,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
HP,ZBook 15,Workstation,15.6,Nvidia Quadro M1000M,1561,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Dell,Alienware 17,Gaming,15.6,Nvidia GeForce GTX 1070,2868,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,3840,2160,8294400
Acer,Aspire 3,Notebook,15.6,Intel HD Graphics 620,599,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1366,768,1049088
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,1048,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Latitude 7280,Ultrabook,12.5,Intel HD Graphics 620,1859,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7600U,1920,1080,2073600
Google,Pixelbook (Core,Ultrabook,12.3,Intel HD Graphics 615,1559,Touchscreen,8,True,False,False,256,0,0,256,Intel,1.2,,Core i5 7Y57,2400,1600,3840000
Asus,Zenbook UX330UA-AH5Q,Ultrabook,13.3,Intel HD Graphics 620,1129,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,3200,1800,5760000
Dell,Latitude 3380,Notebook,13.3,Intel HD Graphics 520,849,No Touchscreen,4,False,True,False,0,500,0,500,Intel,2.0,,Core i3 6006U,1366,768,1049088
Acer,TravelMate P238-M,Notebook,13.3,Intel HD Graphics 520,655,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.3,,Core i5 6200U,1366,768,1049088
Asus,X751NV-TY001 (N4200/4GB/1TB/GeForce,Notebook,17.3,Nvidia GeForce 920MX,470,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
Dell,Inspiron 7559,Gaming,15.6,Nvidia GeForce GTX 960M,1099,Touchscreen,16,True,True,False,128,1000,0,1128,Intel,2.6,,Core i7 6700HQ,3840,2160,8294400
Samsung,Notebook 9,Ultrabook,13.3,Intel HD Graphics 620,1599,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Acer,Aspire A315-31,Notebook,15.6,Intel HD Graphics 505,298,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,1.1,,Pentium Quad Core N4200,1366,768,1049088
Dell,Inspiron 5567,Notebook,15.6,AMD Radeon R7 M445,1181,No Touchscreen,16,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Samsung,Notebook 9,2 in 1 Convertible,15.0,AMD Radeon 540,1799,Touchscreen,16,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Toshiba,Tecra A40-C-1E5,Notebook,14.0,Intel HD Graphics 520,1020,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.3,,Core i5 6200U,1366,768,1049088
Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,1099,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
HP,EliteBook 820,Ultrabook,12.5,Intel HD Graphics 520,1244,No Touchscreen,4,True,False,False,256,0,0,256,Intel,2.3,,Core i5 6200U,1366,768,1049088
Asus,Q524UQ-BHI7T15 (i7-7500U/12GB/2TB/GeForce,2 in 1 Convertible,15.6,Nvidia GeForce 940MX,839,Touchscreen,12,False,True,False,0,2000,0,2000,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,Thinkpad P50,Notebook,15.6,Nvidia Quadro M2000M,2370,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 6820HQ,3840,2160,8294400
Acer,Swift 3,Notebook,14.0,Intel HD Graphics 620,636,No Touchscreen,4,True,False,False,128,0,0,128,Intel,2.4,,Core i3 7100U,1920,1080,2073600
Razer,Blade Pro,Gaming,14.0,Nvidia GeForce GTX 1060,2899,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Asus,Vivobook Max,Notebook,15.6,Intel HD Graphics 505,581,No Touchscreen,8,True,False,False,128,0,0,128,Intel,1.1,,Pentium Dual Core N4200,1920,1080,2073600
Dell,Alienware 17,Gaming,17.3,Nvidia GeForce GTX 1070M,3588,No Touchscreen,32,True,True,False,1000,1000,0,2000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Asus,Rog G752VS-BA171T,Gaming,17.3,Nvidia GeForce GTX 1070,2350,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.6,,Core i7 6700HQ,1920,1080,2073600
Toshiba,Tecra Z40-C-161,Ultrabook,14.0,Nvidia GeForce 930M,1764,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.6,,Core i7 6600U,1920,1080,2073600
Lenovo,IdeaPad 110-15IBR,Notebook,15.6,Intel HD Graphics 405,329,No Touchscreen,8,False,True,False,0,1000,0,1000,Intel,1.6,,Celeron Quad Core N3710,1366,768,1049088
Lenovo,ThinkPad T470s,Ultrabook,14.0,Intel HD Graphics 620,2299,No Touchscreen,16,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
MSI,GS43VR 7RE,Gaming,14.0,Nvidia GeForce GTX 1060,1891,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
MSI,GL62M (i5-7300HQ/8GB/1TB,Gaming,15.6,Nvidia GeForce GTX 1050,1089,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Lenovo,Legion Y520-15IKBN,Gaming,15.6,Nvidia GeForce GTX 1050,999,No Touchscreen,4,False,True,False,0,1000,0,1000,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Acer,Predator G9-793,Gaming,17.3,Nvidia GeForce GTX 1060,2299,No Touchscreen,16,True,True,False,256,1000,0,1256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Dell,Inspiron 7567,Gaming,15.6,Nvidia GeForce GTX 1050,985,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7300HQ,1920,1080,2073600
Asus,FX502VM-DM560T (i7-7700HQ/8GB/1TB,Gaming,15.6,Nvidia GeForce GTX1060,1339,No Touchscreen,8,True,True,False,128,1000,0,1128,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Vero,K146 (N3350/4GB/32GB/W10),Notebook,14.0,Intel HD Graphics 500,202,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Dual Core N3350,1920,1080,2073600
Lenovo,ThinkPad Yoga,2 in 1 Convertible,13.3,Intel HD Graphics 620,1970,Touchscreen,8,True,False,False,512,0,0,512,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Lenovo,Yoga 510-15IKB,2 in 1 Convertible,15.6,AMD Radeon R7 M460,959,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Apple,"MacBook 12""",Ultrabook,12.0,Intel HD Graphics 5300,1165,No Touchscreen,8,True,False,False,512,0,0,512,Intel,1.2,,Core M,2304,1440,3317760
Lenovo,ThinkPad X1,2 in 1 Convertible,14.0,Intel HD Graphics 620,2330,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,2560,1440,3686400
Asus,R417NA-RS01 (N3350/4GB/32GB/W10),Notebook,14.0,Intel HD Graphics 500,299,No Touchscreen,4,True,False,False,32,0,0,32,Intel,1.1,,Celeron Dual Core N3350,1366,768,1049088
Dell,Latitude 3580,Notebook,15.6,Intel HD Graphics 620,810,No Touchscreen,8,True,False,False,128,0,0,128,Intel,2.5,,Core i5 7200U,1366,768,1049088
Lenovo,Yoga 910-13IKB,2 in 1 Convertible,13.9,Intel HD Graphics 620,1349,Touchscreen,8,True,False,False,256,0,0,256,Intel,2.7,,Core i7 7500U,1920,1080,2073600
Dell,Vostro 5568,Notebook,15.6,AMD Radeon R5 M420X,739,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.0,,Core i3 6006U,1920,1080,2073600
HP,ZBook 17,Workstation,15.6,Nvidia Quadro M2200,2064,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.8,,Core i7 7700HQ,1920,1080,2073600
Asus,Pro P2540UA-XS51,Notebook,15.6,Intel HD Graphics 620,1099,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
Dell,XPS 13,Ultrabook,13.3,Intel HD Graphics 620,1499,No Touchscreen,8,True,False,False,256,0,0,256,Intel,2.5,,Core i5 7200U,1920,1080,2073600
